Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"The Villages at Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Amai Bar And Dessert Lounge,33.74934230975675,-84.4039706438107,Bar
"Mozley Park, Atlanta, GA",33.75116000000003,-84.43537999999995,Atlanta BeltLine Corridor under I-20,33.751340932672306,-84.43652455047769,Trail
"Mozley Park, Atlanta, GA",33.75116000000003,-84.43537999999995,WABE Atlanta BeltLine Arboretum,33.74719890576277,-84.43851563744126,Park
"Mozley Park, Atlanta, GA",33.75116000000003,-84.43537999999995,Mozley Park South Entrance,33.751353778866914,-84.43651003901714,Park
"Mozley Park, Atlanta, GA",33.75116000000003,-84.43537999999995,Mozley Park,33.75321054352725,-84.43882327839239,Park
"Mozley Park, Atlanta, GA",33.75116000000003,-84.43537999999995,RuChDa Wings,33.747272910016505,-84.43634672293518,Wings Joint
"Mozley Park, Atlanta, GA",33.75116000000003,-84.43537999999995,MARTA Blue Line,33.754969,-84.438126,Light Rail Station
"Mozley Park, Atlanta, GA",33.75116000000003,-84.43537999999995,SluttyVegan ATL,33.74608704539695,-84.43351111797679,Food Truck
"Washington Park, Atlanta, GA",33.75974000000008,-84.41748999999999,Washington Park,33.75830606040731,-84.42143903462213,Park
"Washington Park, Atlanta, GA",33.75974000000008,-84.41748999999999,Marquette Club,33.7630563515035,-84.4160086081655,Gay Bar
"Washington Park, Atlanta, GA",33.75974000000008,-84.41748999999999,Washington Park Natatorium,33.758311436382456,-84.4219885864156,Pool
"Washington Park, Atlanta, GA",33.75974000000008,-84.41748999999999,MARTA - Ashby Station,33.75629865778089,-84.41738709932481,Light Rail Station
"Washington Park, Atlanta, GA",33.75974000000008,-84.41748999999999,C&H Package Store,33.763338489411645,-84.41719731828671,Liquor Store
"Washington Park, Atlanta, GA",33.75974000000008,-84.41748999999999,The Other Side Afterhours,33.763205265045805,-84.41598911865593,Nightclub
"Washington Park, Atlanta, GA",33.75974000000008,-84.41748999999999,MLK & Ashby,33.75584049795259,-84.41757193133294,Intersection
"Knight Park/Howell Station, Atlanta, GA",33.782700000000034,-84.42451999999997,CVS pharmacy,33.78053032664044,-84.42723948315236,Pharmacy
"Knight Park/Howell Station, Atlanta, GA",33.782700000000034,-84.42451999999997,Knight Park,33.784103,-84.4268,Park
"Knight Park/Howell Station, Atlanta, GA",33.782700000000034,-84.42451999999997,Firelight Coffee,33.784098,-84.421709,Café
"Knight Park/Howell Station, Atlanta, GA",33.782700000000034,-84.42451999999997,THE Porch,33.783111,-84.42864499999999,Smoke Shop
"Knight Park/Howell Station, Atlanta, GA",33.782700000000034,-84.42451999999997,English Avenue Community,33.77710710443111,-84.42205199797148,Professional & Other Places
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,Falcons Landing,33.75754013039289,-84.40074758864834,Park
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,The Home Depot Backyard,33.75663371891413,-84.40108180410456,Park
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,Chick-fil-A,33.754853000000004,-84.403203,Fast Food Restaurant
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,Starbucks,33.762399096505604,-84.40123300007193,Coffee Shop
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,Restaurant 10,33.754853000000004,-84.403203,Restaurant
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,Jamal's Buffalo Wings,33.754801832419524,-84.4033513038547,Wings Joint
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,KFC,33.7596263530132,-84.40269520828221,Fast Food Restaurant
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,Vine City Park,33.75816188035845,-84.40698927273576,Park
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,The Blossom In The Ghetto,33.758282461240476,-84.40893355479484,Ice Cream Shop
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,Ghetto Greens Golf Course,33.76141310917145,-84.40964148321397,Golf Course
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,MARTA - Vine City Station,33.756561,-84.404023,Metro Station
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,GWCC Gift Shop & Sundries,33.76107169739722,-84.40230528964757,Gift Shop
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,320 Sunset Ave,33.763446549430554,-84.40792294655283,Snack Place
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,Urban Perform,33.7634256708721,-84.40961583378244,Gym
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,SEC FanFare,33.760731724458545,-84.40094568471147,Athletics & Sports
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,Northside Dr & Ivan Allen Jr Blvd & Joseph E Boone Blvd,33.763428,-84.402923,Intersection
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,Sweetooth Market Place,33.763315999999996,-84.41018000000001,Dessert Shop
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,TAM,33.755099,-84.403423,Scenic Lookout
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,Papa John's Pizza,33.754806026128605,-84.40323903784977,Pizza Place
"Vine City, Atlanta, GA",33.75965000000008,-84.40636999999998,Murrell's At Scholar,33.754723,-84.408775,Food
"Pittsburgh, Atlanta, GA",33.72813000000008,-84.40278999999998,787 Windsor,33.73417,-84.398841,Art Gallery
"Pittsburgh, Atlanta, GA",33.72813000000008,-84.40278999999998,Atlanta Food Mart,33.722539000000005,-84.40758100000001,Convenience Store
"Pittsburgh, Atlanta, GA",33.72813000000008,-84.40278999999998,McDaniels Food Mart,33.72234248628677,-84.40121485377729,Convenience Store
"Pittsburgh, Atlanta, GA",33.72813000000008,-84.40278999999998,GQ's Bar B Que,33.722317,-84.39908,BBQ Joint
"Pittsburgh, Atlanta, GA",33.72813000000008,-84.40278999999998,Bonnie Brae Park,33.73051441150315,-84.41076993942261,Park
"Pittsburgh, Atlanta, GA",33.72813000000008,-84.40278999999998,Metropolitan Pkwy & University Ave,33.722168,-84.407849,Intersection
"Peoplestown, Atlanta, GA",33.726530000000025,-84.38657999999998,Dosser Works Paintball,33.72155701658566,-84.38447712812808,Paintball Field
"Peoplestown, Atlanta, GA",33.726530000000025,-84.38657999999998,CA Ferguson Home Remodeling,33.724806,-84.388248,Construction & Landscaping
"Peoplestown, Atlanta, GA",33.726530000000025,-84.38657999999998,Daniel Stanton Park,33.72522835378004,-84.38199516542684,Park
"Peoplestown, Atlanta, GA",33.726530000000025,-84.38657999999998,Train Crossing,33.722363,-84.388156,Intersection
"Peoplestown, Atlanta, GA",33.726530000000025,-84.38657999999998,A Woman's Touch Car Spa and Salon,33.72631818,-84.38111949,Automotive Shop
"Peoplestown, Atlanta, GA",33.726530000000025,-84.38657999999998,Automotive Key Locksmith,33.730605,-84.382231,Locksmith
"Peoplestown, Atlanta, GA",33.726530000000025,-84.38657999999998,Midnight Erotica,33.72585976907133,-84.39357761856272,Art Gallery
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Wood’s Chapel BBQ,33.73655,-84.384982,BBQ Joint
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Halfway Crooks Beer,33.736942,-84.385956,Brewery
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Junior’s Pizza,33.736656594623724,-84.38545728002202,Pizza Place
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,1996 Olympic Games Cauldron,33.74162025811199,-84.38810554098399,Historic Site
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,My Friend's Growler Shop,33.73671700174415,-84.37924932302269,Beer Store
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Turner Field - Green Lot,33.738715409944845,-84.38935441820833,Parking
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Hank Aaron 715 Home Run Marker,33.74010065631235,-84.38937664031982,Monument / Landmark
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Summerhill,33.73374640267446,-84.38800477753975,Outdoors & Recreation
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Phoenix Park II,33.73508755992699,-84.38228770557792,Track
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Bullpen Rib House,33.734944,-84.390909,BBQ Joint
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Enterprise Rent-A-Car,33.74263731138478,-84.3873381614685,Rental Car Location
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Big Softie,33.736899,-84.38573,Ice Cream Shop
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Heritage Park,33.739707,-84.386221,Park
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Braves 4 Miler,33.73817206233756,-84.38885664559345,Athletics & Sports
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Cartoon Network's Tooner Field,33.736254583568986,-84.38858979668558,Baseball Field
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Atlanta–Fulton County Stadium Former Site,33.73800979760541,-84.38941086638347,Historic Site
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Atlanta Braves Bullpen,33.735736,-84.388531,Baseball Field
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,UniverSoul Circus,33.7388905470131,-84.38958534221902,Circus
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Monument Grove,33.736455464495194,-84.3901645738619,Park
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,411 Celebration Station,33.74203052775085,-84.38783029701997,Dumpling Restaurant
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Scouts Alley,33.73608961758263,-84.39049363453904,Baseball Field
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Suntrust Lounge Turner Field,33.73506034,-84.38994031,Baseball Field
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Panther Express - Turner Field Stop,33.741099,-84.38969,Bus Station
"Summerhill, Atlanta, GA",33.73792000000003,-84.38516999999996,Turner Field - Players Lot,33.7327556981422,-84.3845026525486,Baseball Field
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Bottle Rocket,33.75010863762334,-84.4009792494901,Sushi Restaurant
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,No Mas! Cantina,33.74978494481774,-84.40084694024087,Mexican Restaurant
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Castleberry Hill,33.74823311903689,-84.40173625946045,Neighborhood
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Wine Shoe,33.75155944634878,-84.39893717875819,Wine Shop
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Nelson Street Gallery,33.75122800630202,-84.39939035246151,Art Gallery
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,ADios Cafe,33.75003742597091,-84.40099435383371,Café
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Pearl Restaurant and Lounge,33.747818120953966,-84.40170479642137,Seafood Restaurant
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Spin,33.7476487,-84.40186369999999,Lounge
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Dat Fire Jerk Chicken,33.74824848726636,-84.40474835741236,Caribbean Restaurant
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Besharat Gallery,33.749817744138895,-84.39937461084016,Art Gallery
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,ZuCot Gallery,33.75246342380723,-84.39901078439426,Art Gallery
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Atlanta Movie Tours,33.75158571125183,-84.39857014858359,Moving Target
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Old Lady Gang,33.74966441422536,-84.39940462166207,Southern / Soul Food Restaurant
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Castleberry Hill Art Stroll,33.7513948285289,-84.39933464044177,Art Gallery
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,The Smoke Ring,33.75211875547158,-84.39798400582667,BBQ Joint
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Elliott Street Deli & Pub,33.753248265846864,-84.39814367063268,Dive Bar
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Paschal's Restaurant,33.74934951293962,-84.40398771742294,Southern / Soul Food Restaurant
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Magic City,33.74830361319082,-84.39736743874201,Strip Club
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Dream Cafe,33.74787037764458,-84.40148745663184,Café
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Rosie's Coffee Cafe,33.753458,-84.402501,Breakfast Spot
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Erikson Clock,33.75113681793124,-84.39927399158476,Performing Arts Venue
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Habanos Cigar Lounge,33.746474,-84.403132,Bar
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,255 Tapas Lounge,33.74777978061917,-84.40172113156379,Cocktail Bar
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Enterprise Rent-A-Car,33.75117115072487,-84.396477,Rental Car Location
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Subway,33.752450253778015,-84.40245420241206,Sandwich Place
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Wildpitch,33.750805,-84.39629,Lounge
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Brunch Cabana,33.747822,-84.401171,Breakfast Spot
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,FreddyO Tees And Quotes,33.74781534889038,-84.40119195510637,Clothing Store
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Glambar,33.747799199888,-84.40128569280232,Salon / Barbershop
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,U-Haul Neighborhood Dealer,33.74654358500027,-84.4022023077489,Storage Facility
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,House of Adrene,33.747278522230765,-84.40148048662326,Boutique
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Fly Kix,33.747213,-84.40222442150116,Men's Store
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,FlyKix ATL,33.74713642794283,-84.40220485295494,Shoe Store
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Marcia Wood Gallery,33.74744452536106,-84.40304651856422,Art Gallery
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Suede Tapas Lounge,33.75070993432889,-84.39634844807159,Lounge
"Castleberry Hill, Atlanta, GA",33.74985000000004,-84.40124999999995,Art Cafe Ethiopian Kitchen,33.746422160267244,-84.40248727798462,Ethiopian Restaurant
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Grindhouse Killer Burgers,33.75424049764732,-84.3798550136115,Burger Joint
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Sweet Auburn Curb Market,33.75421463616757,-84.37995286177879,Farmers Market
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Arepa Mia,33.75418320278798,-84.37993403723779,Arepa Restaurant
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Panbury's Double Crust Pies,33.754262338545054,-84.37990694922796,English Restaurant
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Rawesome Juicery,33.7541274581253,-84.38008019299645,Juice Bar
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Just Add Honey Tea Company,33.75384,-84.379791,Tea Room
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Sweet Auburn Seafood,33.75552829817455,-84.38062219916816,Seafood Restaurant
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Miss D's New Orleans Style Candy & Popcorn,33.75410923017767,-84.37997318294354,Candy Store
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Condesa Coffee,33.75545195198805,-84.382845461167,Coffee Shop
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Mangos Caribbean Restaurant,33.755706916747876,-84.3817989428043,Caribbean Restaurant
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Bone Lick BBQ,33.754281456768354,-84.37699238194318,BBQ Joint
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Sweet Auburn Bakery,33.75419425056153,-84.3799325994526,Bakery
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Metro Deli and Soul Food,33.75417801058962,-84.37999054196669,Southern / Soul Food Restaurant
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Pals Lounge,33.75554158120004,-84.37939267846231,Karaoke Bar
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Sweet Auburn Barbecue,33.754066107846434,-84.3800043549054,BBQ Joint
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Chick-fil-A,33.752063,-84.382177,Fast Food Restaurant
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Music Room,33.7542807846286,-84.37696052704607,Music Venue
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,M Bar Atlanta,33.75562498877556,-84.3816306086757,Cocktail Bar
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Arden's Garden,33.755383,-84.38288100000001,Juice Bar
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Noni's Bar & Deli,33.75426219601921,-84.37596723920934,Bar
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Edgewood Speakeasy,33.75426114410885,-84.37697933762955,Bar
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Student Recreation Center,33.75232496440814,-84.38432067342521,Gym
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Good Food Truck,33.75355063892389,-84.38152812463056,Food Truck
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Cafe + Velo,33.75431623462325,-84.37486322634372,Café
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Royal Peacock,33.75579042506095,-84.38163200849348,Nightclub
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,YumDiggity,33.754193685293416,-84.37999111297641,Hot Dog Joint
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Harold's Chicken & Ice Bar,33.75426520975618,-84.37614728929402,Fried Chicken Joint
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,The Original Jamaican Restaurant,33.75441177689429,-84.37533750761521,Caribbean Restaurant
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Supreme Fish Delight,33.755631792395455,-84.37583260516396,Seafood Restaurant
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Penthouse Recording Studio,33.755791551916204,-84.37956274336612,Music Venue
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,BQE Restaurant,33.75443811040105,-84.37915286420471,American Restaurant
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Truly Living Well Center for Natural Urban Agriculture,33.7567391606694,-84.37613379172163,Farm
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Puff And Petals - K. Michelle's Lounge,33.754511,-84.375162,Lounge
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,Afrodish,33.75407282352429,-84.38008757000594,African Restaurant
"Sweet Auburn, Atlanta, GA",33.75436996999277,-84.38000995224772,The Apex Museum,33.75533903504073,-84.38313617962643,History Museum
"Marietta Street Artery, Atlanta, GA",33.77615000000003,-84.41287999999997,Universal Fitness,33.77418360991243,-84.41280690112129,Gym
"Marietta Street Artery, Atlanta, GA",33.77615000000003,-84.41287999999997,Snap Fitness,33.77842277077307,-84.41082251394384,Gym
"Sherwood Forest, Atlanta, GA",33.800500000000056,-84.38218999999998,Ansley Golf Club Fireworks,33.800622791727626,-84.37905428635788,Golf Course
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,endive Publik house,33.794985807698964,-84.40007209637456,American Restaurant
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Wagging Tails,33.79417621685116,-84.40033274954277,Dog Run
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Stoddard's Range and Guns,33.79299464363589,-84.40380429743904,Gun Shop
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,HEAT,33.792256600719284,-84.40426137385164,Gym
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Target,33.7926083753406,-84.3996435298368,Big Box Store
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Kilwin's Chocolates & Ice Cream,33.79300237532267,-84.39746063575402,Ice Cream Shop
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Atlanta United Team Store,33.79291240965679,-84.39744196358386,Clothing Store
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Yard House,33.79342058564697,-84.39739400001747,American Restaurant
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Starbucks,33.79321,-84.39937,Coffee Shop
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,BODIES: THE EXHIBITION - Atlanta,33.792701,-84.397436,Science Museum
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,The Pig & The Pearl,33.793161011061265,-84.3974863684857,BBQ Joint
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,California Pizza Kitchen,33.793131,-84.396644,Pizza Place
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,"Regal Atlantic Station ScreenX, IMAX, RPX & VIP",33.793484391934484,-84.39620655003249,Movie Theater
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,The Atlantic Grill,33.79333797106593,-84.3968195146383,American Restaurant
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,LA Fitness,33.793432810431135,-84.39626460065669,Gym / Fitness Center
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,IT'SUGAR,33.79321572286814,-84.39737381160775,Dessert Shop
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Gyu-Kaku,33.792901,-84.397064,Japanese Restaurant
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Publix,33.79269206269792,-84.39750971682365,Grocery Store
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Journeys,33.79350924363588,-84.39716347140491,Shoe Store
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,The Atlanta Opera Center,33.80076122647271,-84.40441750281302,Performing Arts Venue
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Great American Cookies,33.793299,-84.396926,Bakery
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Salata,33.792878833,-84.3969145,Salad Place
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,DSW Designer Shoe Warehouse,33.7927734,-84.3977015,Shoe Store
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Chick-a-Biddy,33.79327033642637,-84.39662971589925,Fried Chicken Joint
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,JoS. A. Bank,33.79254704484263,-84.39734239630243,Men's Store
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Pizza Hut Express,33.793191506344975,-84.39930081367498,Pizza Place
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Which Wich? Superior Sandwiches,33.79280771516279,-84.39728239770207,Sandwich Place
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Old Navy,33.793424632051476,-84.39690019652637,Clothing Store
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,Chevron,33.796935661743085,-84.40763688073099,Gas Station
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,AT&T,33.79305200000002,-84.3977444809857,Mobile Phone Shop
"Loring Heights, Atlanta, GA",33.79615000000007,-84.40178999999995,GIM Computers,33.79575,-84.407297,Electronics Store
"Brookwood Hills, Atlanta, GA",33.626104888114014,-84.55121637131793,Rw Plumbing,33.62743,-84.554399,Construction & Landscaping
"Mays, Atlanta, GA",33.74186000000003,-84.50326999999999,Mays Track,33.739303889542434,-84.50382230081954,Track
"Mays, Atlanta, GA",33.74186000000003,-84.50326999999999,Easy Bake Ultimate,33.737955643795814,-84.5030164718628,Dessert Shop
"Harvel Homes Community, Atlanta, GA",33.74831000000006,-84.39110999999997,Subway,33.748532506914906,-84.39184535665026,Sandwich Place
"Penelope Neighbors, Atlanta, GA",33.752860000000055,-84.45119999999997,Jamal's Buffalo Wings,33.750565,-84.45044,Wings Joint
"Penelope Neighbors, Atlanta, GA",33.752860000000055,-84.45119999999997,Elite Cafe,33.750562,-84.450439,Café
"Penelope Neighbors, Atlanta, GA",33.752860000000055,-84.45119999999997,Quick Food Mart,33.750059,-84.450675,Food
"Penelope Neighbors, Atlanta, GA",33.752860000000055,-84.45119999999997,Margrate and Linda's Cafe,33.74985670473102,-84.4520115852356,Breakfast Spot
"Penelope Neighbors, Atlanta, GA",33.752860000000055,-84.45119999999997,UNITY RESTAURANT (SOULFOOD),33.750302,-84.45327071,Breakfast Spot
"Penelope Neighbors, Atlanta, GA",33.752860000000055,-84.45119999999997,Elite Movers ATL,33.75091647914186,-84.4543182849884,Moving Target
"Dixie Hills, Atlanta, GA",33.75839000000008,-84.45764999999994,Anderson Park,33.7557188238903,-84.45471586423834,Park
"Dixie Hills, Atlanta, GA",33.75839000000008,-84.45764999999994,Grady Senior Care Pharmacy,33.76325984496112,-84.45447494431443,Pharmacy
"Dixie Hills, Atlanta, GA",33.75839000000008,-84.45764999999994,Its Fish,33.76401,-84.456322,Food
"Dixie Hills, Atlanta, GA",33.75839000000008,-84.45764999999994,Pizza HWY,33.75173,-84.459125,Pizza Place
"Fairburn Heights, Atlanta, GA",33.77192000000008,-84.50056999999998,Carrie Still Pitts Life Center,33.77122415479159,-84.49849042991472,Arts & Entertainment
"Fairburn Heights, Atlanta, GA",33.77192000000008,-84.50056999999998,Banalt,33.776134,-84.496056,Gaming Cafe
"Fairburn Heights, Atlanta, GA",33.77192000000008,-84.50056999999998,Leola,33.777542,-84.50238900000001,Food
"Adamsville, Atlanta, GA",33.75947000000008,-84.50531999999998,Planet Fitness,33.759285999999996,-84.504357,Gym / Fitness Center
"Adamsville, Atlanta, GA",33.75947000000008,-84.50531999999998,Dollar Tree,33.75903,-84.50477,Discount Store
"Adamsville, Atlanta, GA",33.75947000000008,-84.50531999999998,Dollar General,33.757483577744715,-84.50206160545349,Discount Store
"Adamsville, Atlanta, GA",33.75947000000008,-84.50531999999998,China Cafeteria,33.760349,-84.5059,Chinese Restaurant
"Adamsville, Atlanta, GA",33.75947000000008,-84.50531999999998,Church's Chicken,33.758927505831515,-84.50409995302869,Fried Chicken Joint
"Adamsville, Atlanta, GA",33.75947000000008,-84.50531999999998,Family Dollar,33.757311,-84.502895,Discount Store
